species	interaction_name	interaction_name_2	ligand	receptor	pathway_name	annotation	version
human	WNT9A_FZD6_LRP6	WNT9A - (FZD6+LRP6)	WNT9A	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD7_LRP5	WNT9A - (FZD7+LRP5)	WNT9A	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD7_LRP6	WNT9A - (FZD7+LRP6)	WNT9A	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD8_LRP5	WNT9A - (FZD8+LRP5)	WNT9A	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD8_LRP6	WNT9A - (FZD8+LRP6)	WNT9A	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD9_LRP5	WNT9A - (FZD9+LRP5)	WNT9A	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9A_FZD9_LRP6	WNT9A - (FZD9+LRP6)	WNT9A	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD1_LRP5	WNT9B - (FZD1+LRP5)	WNT9B	FZD1_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD1_LRP6	WNT9B - (FZD1+LRP6)	WNT9B	FZD1_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD10_LRP5	WNT9B - (FZD10+LRP5)	WNT9B	FZD10_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD10_LRP6	WNT9B - (FZD10+LRP6)	WNT9B	FZD10_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD2_LRP5	WNT9B - (FZD2+LRP5)	WNT9B	FZD2_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD2_LRP6	WNT9B - (FZD2+LRP6)	WNT9B	FZD2_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD3_LRP5	WNT9B - (FZD3+LRP5)	WNT9B	FZD3_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD3_LRP6	WNT9B - (FZD3+LRP6)	WNT9B	FZD3_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD4_LRP5	WNT9B - (FZD4+LRP5)	WNT9B	FZD4_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD4_LRP6	WNT9B - (FZD4+LRP6)	WNT9B	FZD4_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD5_LRP5	WNT9B - (FZD5+LRP5)	WNT9B	FZD5_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD5_LRP6	WNT9B - (FZD5+LRP6)	WNT9B	FZD5_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD6_LRP5	WNT9B - (FZD6+LRP5)	WNT9B	FZD6_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD6_LRP6	WNT9B - (FZD6+LRP6)	WNT9B	FZD6_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD7_LRP5	WNT9B - (FZD7+LRP5)	WNT9B	FZD7_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD7_LRP6	WNT9B - (FZD7+LRP6)	WNT9B	FZD7_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD8_LRP5	WNT9B - (FZD8+LRP5)	WNT9B	FZD8_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD8_LRP6	WNT9B - (FZD8+LRP6)	WNT9B	FZD8_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD9_LRP5	WNT9B - (FZD9+LRP5)	WNT9B	FZD9_LRP5	WNT	Secreted Signaling	CellChatDB v1
human	WNT9B_FZD9_LRP6	WNT9B - (FZD9+LRP6)	WNT9B	FZD9_LRP6	WNT	Secreted Signaling	CellChatDB v1
human	XCL1_XCR1	XCL1 - XCR1	XCL1	XCR1	XCR	Secreted Signaling	CellChatDB v1
human	XCL2_XCR1	XCL2 - XCR1	XCL2	XCR1	XCR	Secreted Signaling	CellChatDB v1
mouse	12oxoLeukotrieneB4-12oxoLTB4-PTGR1_LTB4R1	12oxoLTB4-PTGR1 - Ltb4r1	12oxoLTB4-PTGR1	Ltb4r1	12oxoLTB4	Non-protein Signaling	CellChatDB v2
mouse	12oxoLeukotrieneB4-12oxoLTB4-PTGR1_LTB4R2	12oxoLTB4-PTGR1 - Ltb4r2	12oxoLTB4-PTGR1	Ltb4r2	12oxoLTB5	Non-protein Signaling	CellChatDB v2
mouse	2arachidonoylglycerol-2AG-DAGLA_CNR1	2AG-DAGLA - Cnr1	2AG-DAGLA	Cnr1	2-AG	Non-protein Signaling	CellChatDB v2
mouse	2arachidonoylglycerol-2AG-DAGLA_CNR2	2AG-DAGLA - Cnr2	2AG-DAGLA	Cnr2	2-AG	Non-protein Signaling	CellChatDB v2
mouse	2arachidonoylglycerol-2AG-DAGLA_GPR55	2AG-DAGLA - Gpr55	2AG-DAGLA	Gpr55	2-AG	Non-protein Signaling	CellChatDB v2
mouse	2arachidonoylglycerol-2AG-DAGLB_CNR1	2AG-DAGLB - Cnr1	2AG-DAGLB	Cnr1	2-AG	Non-protein Signaling	CellChatDB v2
mouse	2arachidonoylglycerol-2AG-DAGLB_CNR2	2AG-DAGLB - Cnr2	2AG-DAGLB	Cnr2	2-AG	Non-protein Signaling	CellChatDB v2
mouse	2arachidonoylglycerol-2AG-DAGLB_GPR55	2AG-DAGLB - Gpr55	2AG-DAGLB	Gpr55	2-AG	Non-protein Signaling	CellChatDB v2
mouse	27Hydroxycholesterol-27HC-CYP11A1_NR1H4	22HC-CYP11A1 - Nr1h4	22HC-CYP11A1	Nr1h4	27HC	Non-protein Signaling	CellChatDB v2
mouse	27Hydroxycholesterol-27HC-CYP3A4_NR1H4	22HC-CYP3A4 - Nr1h4	22HC-CYP3A4	Nr1h4	27HC	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR1A	5-HT-(Tph1+Slc18a1) - Htr1a	5-HT-TPH1_SLC18A1	Htr1a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR1B	5-HT-(Tph1+Slc18a1) - Htr1b	5-HT-TPH1_SLC18A1	Htr1b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR1D	5-HT-(Tph1+Slc18a1) - Htr1d	5-HT-TPH1_SLC18A1	Htr1d	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR1E	5-HT-(Tph1+Slc18a1) - Htr1	5-HT-TPH1_SLC18A1	Htr1e	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR1F	5-HT-(Tph1+Slc18a1) - Htr1f	5-HT-TPH1_SLC18A1	Htr1f	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR2A	5-HT-(Tph1+Slc18a1) - Htr2a	5-HT-TPH1_SLC18A1	Htr2a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR2B	5-HT-(Tph1+Slc18a1) - Htr2b	5-HT-TPH1_SLC18A1	Htr2b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR2C	5-HT-(Tph1+Slc18a1) - Htr2	5-HT-TPH1_SLC18A1	Htr2c	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR3_COMPLEX	5-HT-(Tph1+Slc18a1) - Htr3	5-HT-TPH1_SLC18A1	HTR3_complex	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR4	5-HT-(Tph1+Slc18a1) - Htr4	5-HT-TPH1_SLC18A1	Htr4	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR5A	5-HT-(Tph1+Slc18a1) - Htr5a	5-HT-TPH1_SLC18A1	Htr5a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR6	5-HT-(Tph1+Slc18a1) - Htr6	5-HT-TPH1_SLC18A1	Htr6	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A1_HTR7	5-HT-(Tph1+Slc18a1) - Htr7	5-HT-TPH1_SLC18A1	Htr7	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR1A	5-HT-(Tph1+Slc18a2) - Htr1a	5-HT-TPH1_SLC18A2	Htr1a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR1B	5-HT-(Tph1+Slc18a2) - Htr1b	5-HT-TPH1_SLC18A2	Htr1b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR1D	5-HT-(Tph1+Slc18a2) - Htr1d	5-HT-TPH1_SLC18A2	Htr1d	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR1E	5-HT-(Tph1+Slc18a2) - Htr1	5-HT-TPH1_SLC18A2	Htr1e	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR1F	5-HT-(Tph1+Slc18a2) - Htr1f	5-HT-TPH1_SLC18A2	Htr1f	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR2A	5-HT-(Tph1+Slc18a2) - Htr2a	5-HT-TPH1_SLC18A2	Htr2a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR2B	5-HT-(Tph1+Slc18a2) - Htr2b	5-HT-TPH1_SLC18A2	Htr2b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR2C	5-HT-(Tph1+Slc18a2) - Htr2	5-HT-TPH1_SLC18A2	Htr2c	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR3_COMPLEX	5-HT-(Tph1+Slc18a2) - Htr3	5-HT-TPH1_SLC18A2	HTR3_complex	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR4	5-HT-(Tph1+Slc18a2) - Htr4	5-HT-TPH1_SLC18A2	Htr4	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR5A	5-HT-(Tph1+Slc18a2) - Htr5a	5-HT-TPH1_SLC18A2	Htr5a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR6	5-HT-(Tph1+Slc18a2) - Htr6	5-HT-TPH1_SLC18A2	Htr6	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC18A2_HTR7	5-HT-(Tph1+Slc18a2) - Htr7	5-HT-TPH1_SLC18A2	Htr7	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR1A	5-HT-(Tph1+Slc6a4) - Htr1a	5-HT-TPH1_SLC6A4	Htr1a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR1B	5-HT-(Tph1+Slc6a4) - Htr1b	5-HT-TPH1_SLC6A4	Htr1b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR1D	5-HT-(Tph1+Slc6a4) - Htr1d	5-HT-TPH1_SLC6A4	Htr1d	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR1E	5-HT-(Tph1+Slc6a4) - Htr1	5-HT-TPH1_SLC6A4	Htr1e	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR1F	5-HT-(Tph1+Slc6a4) - Htr1f	5-HT-TPH1_SLC6A4	Htr1f	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR2A	5-HT-(Tph1+Slc6a4) - Htr2a	5-HT-TPH1_SLC6A4	Htr2a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR2B	5-HT-(Tph1+Slc6a4) - Htr2b	5-HT-TPH1_SLC6A4	Htr2b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR2C	5-HT-(Tph1+Slc6a4) - Htr2	5-HT-TPH1_SLC6A4	Htr2c	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR3_COMPLEX	5-HT-(Tph1+Slc6a4) - Htr3	5-HT-TPH1_SLC6A4	HTR3_complex	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR4	5-HT-(Tph1+Slc6a4) - Htr4	5-HT-TPH1_SLC6A4	Htr4	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR5A	5-HT-(Tph1+Slc6a4) - Htr5a	5-HT-TPH1_SLC6A4	Htr5a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR6	5-HT-(Tph1+Slc6a4) - Htr6	5-HT-TPH1_SLC6A4	Htr6	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH1_SLC6A4_HTR7	5-HT-(Tph1+Slc6a4) - Htr7	5-HT-TPH1_SLC6A4	Htr7	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR1A	5-HT-(Tph2+Slc18a1) - Htr1a	5-HT-TPH2_SLC18A1	Htr1a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR1B	5-HT-(Tph2+Slc18a1) - Htr1b	5-HT-TPH2_SLC18A1	Htr1b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR1D	5-HT-(Tph2+Slc18a1) - Htr1d	5-HT-TPH2_SLC18A1	Htr1d	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR1E	5-HT-(Tph2+Slc18a1) - Htr1	5-HT-TPH2_SLC18A1	Htr1e	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR1F	5-HT-(Tph2+Slc18a1) - Htr1f	5-HT-TPH2_SLC18A1	Htr1f	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR2A	5-HT-(Tph2+Slc18a1) - Htr2a	5-HT-TPH2_SLC18A1	Htr2a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR2B	5-HT-(Tph2+Slc18a1) - Htr2b	5-HT-TPH2_SLC18A1	Htr2b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR2C	5-HT-(Tph2+Slc18a1) - Htr2	5-HT-TPH2_SLC18A1	Htr2c	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR3_COMPLEX	5-HT-(Tph2+Slc18a1) - Htr3	5-HT-TPH2_SLC18A1	HTR3_complex	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR4	5-HT-(Tph2+Slc18a1) - Htr4	5-HT-TPH2_SLC18A1	Htr4	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR5A	5-HT-(Tph2+Slc18a1) - Htr5a	5-HT-TPH2_SLC18A1	Htr5a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR6	5-HT-(Tph2+Slc18a1) - Htr6	5-HT-TPH2_SLC18A1	Htr6	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A1_HTR7	5-HT-(Tph2+Slc18a1) - Htr7	5-HT-TPH2_SLC18A1	Htr7	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR1A	5-HT-(Tph2+Slc18a2) - Htr1a	5-HT-TPH2_SLC18A2	Htr1a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR1B	5-HT-(Tph2+Slc18a2) - Htr1b	5-HT-TPH2_SLC18A2	Htr1b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR1D	5-HT-(Tph2+Slc18a2) - Htr1d	5-HT-TPH2_SLC18A2	Htr1d	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR1E	5-HT-(Tph2+Slc18a2) - Htr1	5-HT-TPH2_SLC18A2	Htr1e	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR1F	5-HT-(Tph2+Slc18a2) - Htr1f	5-HT-TPH2_SLC18A2	Htr1f	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR2A	5-HT-(Tph2+Slc18a2) - Htr2a	5-HT-TPH2_SLC18A2	Htr2a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR2B	5-HT-(Tph2+Slc18a2) - Htr2b	5-HT-TPH2_SLC18A2	Htr2b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR2C	5-HT-(Tph2+Slc18a2) - Htr2	5-HT-TPH2_SLC18A2	Htr2c	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR3_COMPLEX	5-HT-(Tph2+Slc18a2) - Htr3	5-HT-TPH2_SLC18A2	HTR3_complex	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR4	5-HT-(Tph2+Slc18a2) - Htr4	5-HT-TPH2_SLC18A2	Htr4	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR5A	5-HT-(Tph2+Slc18a2) - Htr5a	5-HT-TPH2_SLC18A2	Htr5a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR6	5-HT-(Tph2+Slc18a2) - Htr6	5-HT-TPH2_SLC18A2	Htr6	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC18A2_HTR7	5-HT-(Tph2+Slc18a2) - Htr7	5-HT-TPH2_SLC18A2	Htr7	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR1A	5-HT-(Tph2+Slc6a4) - Htr1a	5-HT-TPH2_SLC6A4	Htr1a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR1B	5-HT-(Tph2+Slc6a4) - Htr1b	5-HT-TPH2_SLC6A4	Htr1b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR1D	5-HT-(Tph2+Slc6a4) - Htr1d	5-HT-TPH2_SLC6A4	Htr1d	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR1E	5-HT-(Tph2+Slc6a4) - Htr1	5-HT-TPH2_SLC6A4	Htr1e	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR1F	5-HT-(Tph2+Slc6a4) - Htr1f	5-HT-TPH2_SLC6A4	Htr1f	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR2A	5-HT-(Tph2+Slc6a4) - Htr2a	5-HT-TPH2_SLC6A4	Htr2a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR2B	5-HT-(Tph2+Slc6a4) - Htr2b	5-HT-TPH2_SLC6A4	Htr2b	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR2C	5-HT-(Tph2+Slc6a4) - Htr2	5-HT-TPH2_SLC6A4	Htr2c	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR3_COMPLEX	5-HT-(Tph2+Slc6a4) - Htr3	5-HT-TPH2_SLC6A4	HTR3_complex	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR4	5-HT-(Tph2+Slc6a4) - Htr4	5-HT-TPH2_SLC6A4	Htr4	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR5A	5-HT-(Tph2+Slc6a4) - Htr5a	5-HT-TPH2_SLC6A4	Htr5a	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR6	5-HT-(Tph2+Slc6a4) - Htr6	5-HT-TPH2_SLC6A4	Htr6	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5-HT-TPH2_SLC6A4_HTR7	5-HT-(Tph2+Slc6a4) - Htr7	5-HT-TPH2_SLC6A4	Htr7	5-HT	Non-protein Signaling	CellChatDB v2
mouse	5alphaDihydroprogesterone-DHRS9_PGR	5alphaP-DHRS9 - Pgr	5alphaP-DHRS9	Pgr	5alphaP	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRM1	Ach-(Chat+Slc10a4) - Chrm1	Ach-CHAT_SLC10A4	Chrm1	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRM2	Ach-(Chat+Slc10a4) - Chrm2	Ach-CHAT_SLC10A4	Chrm2	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRM3	Ach-(Chat+Slc10a4) - Chrm3	Ach-CHAT_SLC10A4	Chrm3	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRM4	Ach-(Chat+Slc10a4) - Chrm4	Ach-CHAT_SLC10A4	Chrm4	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRM5	Ach-(Chat+Slc10a4) - Chrm5	Ach-CHAT_SLC10A4	Chrm5	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRN_A1_2B1DE	Ach-(Chat+Slc10a4) - Chrn_a1_2b1de	Ach-CHAT_SLC10A4	CHRN_A1_2B1DE	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRN_A1_2B1DG	Ach-(Chat+Slc10a4) - Chrn_a1_2b1dg	Ach-CHAT_SLC10A4	CHRN_A1_2B1DG	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRN_A3B4	Ach-(Chat+Slc10a4) - Chrn_a3b4	Ach-CHAT_SLC10A4	CHRN_A3B4	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRN_A4B2	Ach-(Chat+Slc10a4) - Chrn_a4b2	Ach-CHAT_SLC10A4	CHRN_A4B2	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC10A4_CHRNA7	Ach-(Chat+Slc10a4) - Chrna7	Ach-CHAT_SLC10A4	Chrna7	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRM1	Ach-(Chat+Slc18a3) - Chrm1	Ach-CHAT_SLC18A3	Chrm1	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRM2	Ach-(Chat+Slc18a3) - Chrm2	Ach-CHAT_SLC18A3	Chrm2	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRM3	Ach-(Chat+Slc18a3) - Chrm3	Ach-CHAT_SLC18A3	Chrm3	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRM4	Ach-(Chat+Slc18a3) - Chrm4	Ach-CHAT_SLC18A3	Chrm4	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRM5	Ach-(Chat+Slc18a3) - Chrm5	Ach-CHAT_SLC18A3	Chrm5	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DE	Ach-(Chat+Slc18a3) - Chrn_a1_2b1de	Ach-CHAT_SLC18A3	CHRN_A1_2B1DE	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DG	Ach-(Chat+Slc18a3) - Chrn_a1_2b1dg	Ach-CHAT_SLC18A3	CHRN_A1_2B1DG	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A3B4	Ach-(Chat+Slc18a3) - Chrn_a3b4	Ach-CHAT_SLC18A3	CHRN_A3B4	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A4B2	Ach-(Chat+Slc18a3) - Chrn_a4b2	Ach-CHAT_SLC18A3	CHRN_A4B2	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC18A3_CHRNA7	Ach-(Chat+Slc18a3) - Chrna7	Ach-CHAT_SLC18A3	Chrna7	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRM1	Ach-(Chat+Slc5a7) - Chrm1	Ach-CHAT_SLC5A7	Chrm1	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRM2	Ach-(Chat+Slc5a7) - Chrm2	Ach-CHAT_SLC5A7	Chrm2	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRM3	Ach-(Chat+Slc5a7) - Chrm3	Ach-CHAT_SLC5A7	Chrm3	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRM4	Ach-(Chat+Slc5a7) - Chrm4	Ach-CHAT_SLC5A7	Chrm4	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRM5	Ach-(Chat+Slc5a7) - Chrm5	Ach-CHAT_SLC5A7	Chrm5	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DE	Ach-(Chat+Slc5a7) - Chrn_a1_2b1de	Ach-CHAT_SLC5A7	CHRN_A1_2B1DE	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DG	Ach-(Chat+Slc5a7) - Chrn_a1_2b1dg	Ach-CHAT_SLC5A7	CHRN_A1_2B1DG	Ach	Non-protein Signaling	CellChatDB v2
mouse	Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A3B4	Ach-(Chat+Slc5a7) - Chrn_a3b4	Ach-CHAT_SLC5A7	CHRN_A3B4	Ach	Non-protein Signaling	CellChatDB v2
